area_istat_reg_code,perc_f
19,39.78972295702442
2,38.222405354758315
6,37.35599338233039
8,37.23858254034996
9,35.28613558145361
20,34.25472385328906
5,32.87358167649056
3,32.82533259674846
11,31.90664740508466
10,31.79155254616172
7,31.458623854622026
16,31.394968752924264
1,31.274809994689875
13,28.93564675288684
12,28.93302235642171
17,27.856691475794772
14,27.385482334753927
4,27.34077181464906
15,27.189901347345558
18,26.982671303236458
